time,hum_rh,temp
2024-11-12T11,36,22.0
2024-11-12T12,36,22.5
2024-11-12T13,36,23.1
2024-11-12T14,35,23.1
2024-11-12T15,35,23.1
2024-11-12T16,35,23.3
2024-11-12T17,35,23.0
2024-11-12T18,34,22.6
2024-11-12T19,35,22.5
2024-11-12T20,34,22.3
2024-11-12T21,34,22.0
2024-11-12T22,33,21.6
2024-11-12T23,33,21.5
2024-11-13T00,32,21.2
2024-11-13T01,32,21.1
2024-11-13T02,32,20.9
2024-11-13T03,31,20.8
2024-11-13T04,31,20.5
2024-11-13T05,31,20.3
2024-11-13T06,31,20.2
2024-11-13T07,30,19.9
2024-11-13T08,31,19.8
2024-11-13T09,31,19.9
2024-11-13T10,31,20.3
2024-11-13T11,31,21.0
2024-11-13T12,31,21.4
2024-11-13T13,31,21.5
2024-11-13T14,31,21.6
2024-11-13T15,31,21.9
2024-11-13T16,30,22.1
2024-11-13T17,30,22.2
2024-11-13T18,30,22.1
2024-11-13T19,30,22.1
2024-11-13T20,30,22.1
2024-11-13T21,30,22.1
2024-11-13T22,30,21.9
2024-11-13T23,29,21.9
2024-11-14T00,29,21.9
2024-11-14T01,28,21.9
2024-11-14T02,27,21.9
2024-11-14T03,28,21.9
2024-11-14T04,27,21.9
2024-11-14T05,26,21.8
2024-11-14T06,27,21.8
2024-11-14T07,26,21.5
2024-11-14T08,26,21.4
2024-11-14T09,26,21.5
2024-11-14T10,26,21.9
2024-11-14T11,26,22.4
2024-11-14T12,25,23.0
2024-11-14T13,25,23.3
2024-11-14T14,25,23.5
2024-11-14T15,25,23.5
2024-11-14T16,25,23.6
2024-11-14T17,25,23.5
2024-11-14T18,25,23.4
2024-11-14T19,24,23.3
2024-11-14T20,24,23.2
2024-11-14T21,24,23.1
2024-11-14T22,22,23.0
2024-11-14T23,22,23.0
2024-11-15T00,22,22.9
2024-11-15T01,22,22.8
2024-11-15T02,21,22.8
2024-11-15T03,21,22.6
2024-11-15T04,21,22.6
2024-11-15T05,21,22.6
2024-11-15T06,22,22.4
2024-11-15T07,20,22.2
2024-11-15T08,20,22.1
2024-11-15T09,20,22.1
2024-11-15T10,20,22.3
2024-11-15T11,19,22.6
2024-11-15T12,19,23.1
2024-11-15T13,19,23.2
2024-11-15T14,19,23.5
2024-11-15T15,19,23.6
2024-11-15T16,19,23.9
2024-11-15T17,15,23.8
2024-11-15T18,19,23.6
2024-11-15T19,19,23.6
2024-11-15T20,15,23.4
2024-11-15T21,15,23.3
2024-11-15T22,15,23.2
2024-11-15T23,10,23.2
2024-11-16T00,15,23.1
2024-11-16T01,15,23.1
2024-11-16T02,15,23.1
2024-11-16T03,15,23.1
2024-11-16T04,15,23.1
2024-11-16T05,15,23.2
2024-11-16T06,15,23.2
2024-11-16T07,10,23.2
2024-11-16T08,10,23.2
2024-11-16T09,10,23.2
2024-11-16T10,10,23.3
2024-11-16T11,10,23.5
2024-11-16T12,10,23.9
2024-11-16T13,15,24.1
2024-11-16T14,15,24.1
2024-11-16T15,10,24.1
2024-11-16T16,10,24.1
2024-11-16T17,10,24.1
2024-11-16T18,10,24.1
2024-11-16T19,10,24.1
2024-11-16T20,10,24.0
2024-11-16T21,10,23.9
2024-11-16T22,10,23.9
2024-11-16T23,10,23.8
2024-11-17T00,10,23.6
2024-11-17T01,10,23.5
2024-11-17T02,10,23.5
2024-11-17T03,10,23.3
2024-11-17T04,10,23.3
2024-11-17T05,10,23.1
2024-11-17T06,10,23.0
2024-11-17T07,10,23.0
2024-11-17T08,10,22.9
2024-11-17T09,10,22.9
2024-11-17T10,10,23.0
2024-11-17T11,10,23.2
2024-11-17T12,10,23.3
2024-11-17T13,10,23.5
2024-11-17T14,10,23.8
2024-11-17T15,10,23.8
2024-11-17T16,10,23.9
2024-11-17T17,10,23.9
2024-11-17T18,10,23.9
2024-11-17T19,10,23.8
2024-11-17T20,10,23.6
2024-11-17T21,10,23.5
2024-11-17T22,10,23.5
2024-11-17T23,10,23.4
2024-11-18T00,10,23.4
2024-11-18T01,10,23.4
2024-11-18T02,10,23.5
2024-11-18T03,10,23.4
2024-11-18T04,10,23.4
2024-11-18T05,10,23.4
2024-11-18T06,10,23.4
2024-11-18T07,10,23.3
2024-11-18T08,10,23.3
2024-11-18T09,10,23.3
2024-11-18T10,10,23.6
2024-11-18T11,10,24.1
2024-11-18T12,10,24.6
2024-11-18T13,15,24.9
2024-11-18T14,15,25.1
2024-11-18T15,10,25.1
2024-11-18T16,10,24.2
2024-11-18T17,10,23.9
2024-11-18T18,15,24.1
2024-11-18T19,15,24.3
2024-11-18T20,15,24.4
2024-11-18T21,15,24.3
2024-11-18T22,15,24.3
2024-11-18T23,15,24.2
2024-11-19T00,15,24.1
2024-11-19T01,15,23.9
2024-11-19T02,15,23.8
2024-11-19T03,15,23.6
2024-11-19T04,15,23.5
2024-11-19T05,15,23.3
2024-11-19T06,15,23.2
2024-11-19T07,10,23.1
2024-11-19T08,15,23.1
2024-11-19T09,15,23.1
2024-11-19T10,15,23.2
2024-11-19T11,10,23.8
2024-11-19T12,15,24.1
2024-11-19T13,15,24.3
2024-11-19T14,15,24.5
2024-11-19T15,15,24.5
2024-11-19T16,15,24.5
2024-11-19T17,15,24.5
2024-11-19T18,15,24.5
2024-11-19T19,15,24.4
2024-11-19T20,15,24.3
2024-11-19T21,15,24.1
2024-11-19T22,15,23.9
2024-11-19T23,15,23.6
2024-11-20T00,10,23.3
2024-11-20T01,15,23.2
2024-11-20T02,15,23.1
2024-11-20T03,15,22.8
2024-11-20T04,15,22.6
2024-11-20T05,16,22.5
2024-11-20T06,16,22.3
2024-11-20T07,16,22.1
2024-11-20T08,16,21.9
2024-11-20T09,16,21.8
2024-11-20T10,16,22.1
2024-11-20T11,16,22.4
2024-11-20T12,15,23.0
2024-11-20T13,15,22.9
2024-11-20T14,16,22.2
2024-11-20T15,16,22.1
2024-11-20T16,16,21.8
2024-11-20T17,16,21.5
2024-11-20T18,16,21.6
2024-11-20T19,16,21.9
2024-11-20T20,16,22.1
2024-11-20T21,16,22.1
2024-11-20T22,16,22.1
2024-11-20T23,16,21.9
2024-11-21T00,16,21.8
2024-11-21T01,16,21.8
2024-11-21T02,16,21.6
2024-11-21T03,16,21.5
2024-11-21T04,16,21.5
2024-11-21T05,20,21.4
2024-11-21T06,20,21.3
2024-11-21T07,20,21.2
2024-11-21T08,20,21.2
2024-11-21T09,20,21.2
2024-11-21T10,20,21.3
2024-11-21T11,20,21.4
2024-11-21T12,20,21.5
2024-11-21T13,22,21.5
2024-11-21T14,22,21.5
2024-11-21T15,22,21.5
2024-11-21T16,20,21.5
2024-11-21T17,22,21.4
2024-11-21T18,22,21.3
2024-11-21T19,22,21.3
2024-11-21T20,22,21.1
2024-11-21T21,22,21.0
2024-11-21T22,22,20.8
2024-11-21T23,24,20.6
2024-11-22T00,24,20.5
2024-11-22T01,24,20.4
2024-11-22T02,24,20.3
2024-11-22T03,24,20.2
2024-11-22T04,24,20.2
2024-11-22T05,24,20.2
2024-11-22T06,24,20.1
2024-11-22T07,24,20.0
2024-11-22T08,25,19.9
2024-11-22T09,25,19.8
2024-11-22T10,24,19.8
2024-11-22T11,25,19.9
2024-11-22T12,25,19.9
2024-11-22T13,25,19.9
2024-11-22T14,26,19.9
2024-11-22T15,26,19.9
2024-11-22T16,26,19.6
2024-11-22T17,25,19.6
2024-11-22T18,25,19.5
2024-11-22T19,25,19.3
2024-11-22T20,26,19.3
2024-11-22T21,26,19.3
2024-11-22T22,26,19.3
2024-11-22T23,26,19.3
2024-11-23T00,26,19.3
2024-11-23T01,26,19.2
2024-11-23T02,25,19.2
2024-11-23T03,25,19.2
2024-11-23T04,26,19.2
2024-11-23T05,26,19.1
2024-11-23T06,26,19.1
2024-11-23T07,26,19.1
2024-11-23T08,26,19.0
2024-11-23T09,26,18.9
2024-11-23T10,26,18.9
2024-11-23T11,26,18.9
2024-11-23T12,26,18.8
2024-11-23T13,26,18.8
2024-11-23T14,26,18.8
2024-11-23T15,26,18.8
2024-11-23T16,26,18.8
2024-11-23T17,26,18.8
2024-11-23T18,26,18.8
2024-11-23T19,26,18.8
2024-11-23T20,26,18.5
2024-11-23T21,27,18.5
2024-11-23T22,27,18.5
2024-11-23T23,27,18.4
2024-11-24T00,27,18.3
2024-11-24T01,27,18.3
2024-11-24T02,27,18.2
2024-11-24T03,27,18.2
2024-11-24T04,27,18.1
2024-11-24T05,27,18.0
2024-11-24T06,27,18.0
2024-11-24T07,27,17.9
2024-11-24T08,26,17.8
2024-11-24T09,26,17.8
2024-11-24T10,27,17.8
2024-11-24T11,27,17.9
2024-11-24T12,28,18.0
2024-11-24T13,28,18.1
2024-11-24T14,27,18.2
2024-11-24T15,28,18.2
2024-11-24T16,28,18.2
2024-11-24T17,28,18.2
2024-11-24T18,28,18.1
2024-11-24T19,28,18.1
2024-11-24T20,28,18.0
2024-11-24T21,28,18.0
2024-11-24T22,28,17.9
2024-11-24T23,28,17.8
2024-11-25T00,28,17.8
2024-11-25T01,28,17.6
2024-11-25T02,29,17.6
2024-11-25T03,29,17.6
2024-11-25T04,29,17.6
2024-11-25T05,30,17.4
2024-11-25T06,30,17.3
2024-11-25T07,30,17.3
2024-11-25T08,30,17.2
2024-11-25T09,30,17.4
2024-11-25T10,30,18.1
2024-11-25T11,30,18.8
2024-11-25T12,30,19.4
2024-11-25T13,30,20.1
2024-11-25T14,31,20.6
2024-11-25T15,30,20.8
2024-11-25T16,30,21.0
2024-11-25T17,31,21.2
2024-11-25T18,30,21.2
2024-11-25T19,30,21.3
2024-11-25T20,30,21.4
2024-11-25T21,30,21.5
2024-11-25T22,30,21.3
2024-11-25T23,30,21.2
2024-11-26T00,30,21.2
2024-11-26T01,30,21.2
2024-11-26T02,30,21.2
2024-11-26T03,30,21.2
2024-11-26T04,30,21.3
2024-11-26T05,30,21.2
2024-11-26T06,30,21.3
2024-11-26T07,30,21.2
2024-11-26T08,30,21.2
2024-11-26T09,30,21.3
2024-11-26T10,30,21.5
2024-11-26T11,30,21.9
2024-11-26T12,30,22.1
2024-11-26T13,30,22.1
2024-11-26T14,29,22.2
2024-11-26T15,30,22.2
2024-11-26T16,30,22.3
2024-11-26T17,29,22.4
2024-11-26T18,30,22.5
2024-11-26T19,30,22.5
2024-11-26T20,30,22.5
2024-11-26T21,30,22.5
2024-11-26T22,30,22.5
2024-11-26T23,30,22.5
2024-11-27T00,30,22.5
2024-11-27T01,29,22.4
2024-11-27T02,29,22.5
2024-11-27T03,29,22.4
2024-11-27T04,29,22.4
2024-11-27T05,29,22.4
2024-11-27T06,29,22.2
2024-11-27T07,28,22.2
2024-11-27T08,28,22.1
2024-11-27T09,28,22.0
2024-11-27T10,28,22.1
2024-11-27T11,29,22.5
2024-11-27T12,27,22.6
2024-11-27T13,27,22.6
2024-11-27T14,27,22.8
2024-11-27T15,27,22.8
2024-11-27T16,27,22.9
2024-11-27T17,26,22.8
2024-11-27T18,27,22.4
2024-11-27T19,27,22.4
2024-11-27T20,27,22.5
2024-11-27T21,27,22.5
2024-11-27T22,25,22.6
2024-11-27T23,26,22.5
2024-11-28T00,25,22.6
2024-11-28T01,25,22.6
2024-11-28T02,25,22.6
2024-11-28T03,25,22.6
2024-11-28T04,25,22.6
2024-11-28T05,25,22.6
2024-11-28T06,25,22.6
2024-11-28T07,25,22.6
2024-11-28T08,25,22.6
2024-11-28T09,25,22.6
2024-11-28T10,25,22.6
2024-11-28T11,24,22.6
2024-11-28T12,25,22.8
2024-11-28T13,25,22.8
2024-11-28T14,25,22.8
2024-11-28T15,25,22.8
2024-11-28T16,25,22.8
2024-11-28T17,25,22.8
2024-11-28T18,25,22.9
2024-11-28T19,25,22.9
2024-11-28T20,25,22.8
2024-11-28T21,24,22.9
2024-11-28T22,24,22.8
2024-11-28T23,24,22.8
2024-11-29T00,24,22.9
2024-11-29T01,24,22.8
2024-11-29T02,24,22.8
2024-11-29T03,24,22.8
2024-11-29T04,24,22.8
2024-11-29T05,24,22.8
2024-11-29T06,24,22.8
2024-11-29T07,24,22.6
2024-11-29T08,24,22.8
2024-11-29T09,24,22.6
2024-11-29T10,24,22.8
2024-11-29T11,25,23.0
2024-11-29T12,25,23.1
2024-11-29T13,25,23.2
2024-11-29T14,25,23.2
2024-11-29T15,25,23.3
2024-11-29T16,25,23.2
2024-11-29T17,25,23.1
2024-11-29T18,25,23.0
2024-11-29T19,25,23.0
2024-11-29T20,25,23.1
2024-11-29T21,25,22.9
2024-11-29T22,25,23.0
2024-11-29T23,25,23.0
2024-11-30T00,25,23.0
2024-11-30T01,25,23.1
2024-11-30T02,25,23.0
2024-11-30T03,25,22.9
2024-11-30T04,24,22.9
2024-11-30T05,24,22.9
2024-11-30T06,24,22.9
2024-11-30T07,24,22.9
2024-11-30T08,24,22.8
2024-11-30T09,24,22.2
2024-11-30T10,24,22.0
2024-11-30T11,24,22.0
2024-11-30T12,24,22.0
2024-11-30T13,24,21.8
2024-11-30T14,24,22.1
2024-11-30T15,24,22.3
2024-11-30T16,24,22.4
2024-11-30T17,24,22.5
2024-11-30T18,22,22.6
2024-11-30T19,22,22.6
2024-11-30T20,22,22.6
2024-11-30T21,21,22.6
2024-11-30T22,21,22.6
2024-11-30T23,21,22.6
2024-12-01T00,22,22.4
2024-12-01T01,22,22.3
2024-12-01T02,22,22.2
2024-12-01T03,22,22.1
2024-12-01T04,20,21.9
2024-12-01T05,20,21.9
2024-12-01T06,20,21.6
2024-12-01T07,20,21.5
2024-12-01T08,20,21.4
2024-12-01T09,17,21.4
2024-12-01T10,20,21.3
2024-12-01T11,20,21.3
2024-12-01T12,16,21.5
2024-12-01T13,20,21.5
2024-12-01T14,20,21.5
2024-12-01T15,20,21.5
2024-12-01T16,20,21.4
2024-12-01T17,20,21.3
2024-12-01T18,16,21.2
2024-12-01T19,16,21.1
2024-12-01T20,17,21.0
2024-12-01T21,16,20.9
2024-12-01T22,17,20.8
2024-12-01T23,16,20.6
2024-12-02T00,16,21.0
2024-12-02T01,16,21.3
2024-12-02T02,17,21.3
2024-12-02T03,16,21.4
2024-12-02T04,17,21.5
2024-12-02T05,17,21.5
2024-12-02T06,17,20.9
2024-12-02T07,16,20.5
2024-12-02T08,17,20.8
2024-12-02T09,17,21.3
2024-12-02T10,17,22.0
2024-12-02T11,16,22.3
2024-12-02T12,19,22.8
2024-12-02T13,19,23.0
2024-12-02T14,19,23.1
2024-12-02T15,15,23.3
2024-12-02T16,16,23.3
2024-12-02T17,15,23.2
2024-12-02T18,15,23.1
2024-12-02T19,16,22.9
2024-12-02T20,10,22.8
2024-12-02T21,16,22.6
2024-12-02T22,16,22.5
2024-12-02T23,16,22.4
2024-12-03T00,16,22.3
2024-12-03T01,16,22.3
2024-12-03T02,16,22.2
2024-12-03T03,17,22.2
2024-12-03T04,16,22.1
2024-12-03T05,12,22.2
2024-12-03T06,12,22.1
2024-12-03T07,12,21.9
2024-12-03T08,12,21.9
2024-12-03T09,12,22.0
