time,hum_rh,temp
2024-11-03T21,34,7.3
2024-11-03T22,33,5.8
2024-11-03T23,32,4.3
2024-11-04T00,31,3.2
2024-11-04T01,31,2.1
2024-11-04T02,30,1.1
2024-11-04T03,31,0.2
2024-11-04T04,30,-0.5
2024-11-04T05,29,-1.1
2024-11-04T06,32,1.5
2024-11-04T07,35,7.2
2024-11-04T08,35,11.2
2024-11-04T09,36,12.1
2024-11-04T10,36,12.5
2024-11-04T11,36,12.3
2024-11-04T12,36,11.8
2024-11-04T13,35,11.0
2024-11-04T14,35,10.1
2024-11-04T15,35,10.0
2024-11-04T16,36,11.8
2024-11-04T17,37,15.4
2024-11-04T18,39,19.0
2024-11-04T19,40,21.4
2024-11-04T20,41,22.1
2024-11-04T21,40,21.5
2024-11-04T22,40,20.5
2024-11-04T23,39,19.3
2024-11-05T00,37,18.0
2024-11-05T01,37,16.6
2024-11-05T02,37,15.3
2024-11-05T03,36,14.1
2024-11-05T04,35,12.9
2024-11-05T05,35,11.8
2024-11-05T06,35,10.8
2024-11-05T07,35,9.9
2024-11-05T08,34,9.1
2024-11-05T09,33,8.4
2024-11-05T10,36,11.1
2024-11-05T11,36,14.2
2024-11-05T12,37,17.6
2024-11-05T13,36,20.3
2024-11-05T14,36,18.1
2024-11-05T15,31,25.5
2024-11-05T16,15,33.1
2024-11-05T17,10,33.9
2024-11-05T18,10,30.6
2024-11-05T19,10,30.9
2024-11-05T20,10,26.1
2024-11-05T21,10,21.2
2024-11-05T22,10,18.2
2024-11-05T23,10,17.6
2024-11-06T00,10,16.3
2024-11-06T01,15,13.8
2024-11-06T02,23,12.3
2024-11-06T03,24,13.1
2024-11-06T04,25,12.5
2024-11-06T05,25,10.4
2024-11-06T06,27,9.3
2024-11-06T07,27,10.4
2024-11-06T08,26,9.9
2024-11-06T09,27,8.8
2024-11-06T10,30,9.8
2024-11-06T11,29,14.3
2024-11-06T12,26,18.6
2024-11-06T13,22,20.5
2024-11-06T14,11,28.5
2024-11-06T15,10,31.8
2024-11-06T16,10,31.3
2024-11-06T17,10,35.6
2024-11-06T18,10,33.3
2024-11-06T19,10,28.9
2024-11-06T20,10,23.6
2024-11-06T21,10,20.0
2024-11-06T22,10,18.2
2024-11-06T23,10,16.2
2024-11-07T00,10,14.5
2024-11-07T01,10,13.3
2024-11-07T02,10,12.9
2024-11-07T03,10,12.8
2024-11-07T04,10,12.9
2024-11-07T05,10,12.6
2024-11-07T06,10,12.3
2024-11-07T07,10,11.5
2024-11-07T08,10,10.4
2024-11-07T09,10,8.9
2024-11-07T10,16,8.5
2024-11-07T11,19,17.8
2024-11-07T12,10,24.5
2024-11-07T13,10,28.5
2024-11-07T14,10,31.6
2024-11-07T15,10,34.1
2024-11-07T16,10,34.5
2024-11-07T17,10,34.0
2024-11-07T18,10,28.8
2024-11-07T19,10,23.9
2024-11-07T20,10,21.9
2024-11-07T21,10,21.6
2024-11-07T22,10,21.3
2024-11-07T23,10,21.0
2024-11-08T00,10,20.8
2024-11-08T01,10,20.6
2024-11-08T02,10,20.6
2024-11-08T03,10,20.5
2024-11-08T04,10,20.4
2024-11-08T05,10,20.3
2024-11-08T06,10,20.3
2024-11-08T07,10,20.2
2024-11-08T08,10,20.2
2024-11-08T09,10,20.0
2024-11-08T10,10,20.1
2024-11-08T11,10,19.9
2024-11-08T12,10,19.8
2024-11-08T13,10,19.9
2024-11-08T14,10,19.9
2024-11-08T15,10,19.3
2024-11-08T16,10,19.1
2024-11-08T17,10,19.3
2024-11-08T18,10,18.8
2024-11-08T19,10,17.2
2024-11-08T20,10,14.9
2024-11-08T21,10,12.9
2024-11-08T22,10,12.8
2024-11-08T23,10,13.8
2024-11-09T00,10,14.2
2024-11-09T01,10,14.3
2024-11-09T02,10,14.4
2024-11-09T03,10,14.3
2024-11-09T04,10,14.3
2024-11-09T05,10,14.2
2024-11-09T06,10,14.2
2024-11-09T07,10,14.1
2024-11-09T08,10,14.1
2024-11-09T09,10,14.2
2024-11-09T10,10,14.2
2024-11-09T11,10,14.4
2024-11-09T12,10,14.4
2024-11-09T13,10,14.3
2024-11-09T14,10,14.3
2024-11-09T15,10,14.2
2024-11-09T16,10,14.2
2024-11-09T17,10,14.2
2024-11-09T18,10,14.3
2024-11-09T19,10,14.5
2024-11-09T20,10,14.5
2024-11-09T21,10,14.4
2024-11-09T22,10,14.3
2024-11-09T23,10,14.3
2024-11-10T00,10,14.2
2024-11-10T01,10,14.1
2024-11-10T02,10,13.9
2024-11-10T03,10,13.8
2024-11-10T04,10,13.6
2024-11-10T05,10,13.5
2024-11-10T06,10,13.4
2024-11-10T07,10,13.6
2024-11-10T08,10,14.2
2024-11-10T09,15,14.5
2024-11-10T10,15,14.6
2024-11-10T11,15,14.6
2024-11-10T12,15,14.5
2024-11-10T13,15,14.5
2024-11-10T14,15,14.3
2024-11-10T15,15,14.3
2024-11-10T16,10,14.3
2024-11-10T17,15,14.3
2024-11-10T18,15,14.2
2024-11-10T19,15,13.4
2024-11-10T20,10,12.3
2024-11-10T21,10,11.5
2024-11-10T22,10,10.8
2024-11-10T23,10,10.2
2024-11-11T00,10,9.8
2024-11-11T01,10,9.3
2024-11-11T02,10,8.9
2024-11-11T03,10,8.6
2024-11-11T04,10,8.5
2024-11-11T05,10,8.3
2024-11-11T06,10,8.3
2024-11-11T07,10,8.3
2024-11-11T08,10,8.3
2024-11-11T09,10,8.3
2024-11-11T10,10,8.5
2024-11-11T11,10,9.4
2024-11-11T12,16,10.9
2024-11-11T13,20,12.8
2024-11-11T14,21,14.5
2024-11-11T15,25,15.8
2024-11-11T16,25,16.4
2024-11-11T17,26,16.5
2024-11-11T18,25,16.2
2024-11-11T19,25,15.8
2024-11-11T20,25,15.3
2024-11-11T21,25,15.0
2024-11-11T22,25,14.5
2024-11-11T23,25,14.1
2024-11-12T00,25,13.8
2024-11-12T01,24,13.3
2024-11-12T02,24,12.8
2024-11-12T03,25,12.1
2024-11-12T04,24,11.5
2024-11-12T05,24,10.9
2024-11-12T06,23,10.3
2024-11-12T07,24,10.2
2024-11-12T08,23,10.4
2024-11-12T09,31,18.1
2024-11-12T10,32,21.2
2024-11-12T11,32,22.2
2024-11-12T12,31,22.6
2024-11-12T13,31,22.9
2024-11-12T14,31,23.0
2024-11-12T15,31,22.9
2024-11-12T16,31,23.2
2024-11-12T17,30,22.9
2024-11-12T18,31,22.5
2024-11-12T19,30,22.3
2024-11-12T20,30,22.0
2024-11-12T21,30,21.6
2024-11-12T22,30,21.5
2024-11-12T23,30,21.3
2024-11-13T00,29,21.1
2024-11-13T01,29,20.9
2024-11-13T02,28,20.8
2024-11-13T03,28,20.6
2024-11-13T04,28,20.4
2024-11-13T05,27,20.3
2024-11-13T06,27,20.0
2024-11-13T07,26,19.8
2024-11-13T08,26,19.6
2024-11-13T09,26,20.1
2024-11-13T10,27,21.0
2024-11-13T11,28,21.6
2024-11-13T12,27,21.6
2024-11-13T13,27,21.8
2024-11-13T14,27,22.0
2024-11-13T15,27,22.3
2024-11-13T16,26,22.3
2024-11-13T17,26,22.3
2024-11-13T18,26,22.3
2024-11-13T19,26,22.2
2024-11-13T20,26,22.2
2024-11-13T21,25,22.0
2024-11-13T22,25,21.9
2024-11-13T23,25,21.9
2024-11-14T00,25,21.9
2024-11-14T01,24,21.9
2024-11-14T02,24,21.9
2024-11-14T03,24,21.9
2024-11-14T04,24,21.9
2024-11-14T05,24,21.9
2024-11-14T06,22,21.6
2024-11-14T07,20,21.5
2024-11-14T08,22,21.4
2024-11-14T09,22,21.6
2024-11-14T10,22,22.2
2024-11-14T11,21,22.9
2024-11-14T12,22,23.4
2024-11-14T13,22,23.8
2024-11-14T14,21,23.6
2024-11-14T15,20,23.6
2024-11-14T16,21,23.8
2024-11-14T17,20,23.6
2024-11-14T18,20,23.4
2024-11-14T19,17,23.2
2024-11-14T20,20,23.2
2024-11-14T21,20,23.1
2024-11-14T22,17,23.0
2024-11-14T23,17,22.9
2024-11-15T00,17,22.9
2024-11-15T01,16,22.8
2024-11-15T02,16,22.8
2024-11-15T03,16,22.8
2024-11-15T04,17,22.8
2024-11-15T05,17,22.6
2024-11-15T06,15,22.3
2024-11-15T07,15,22.2
2024-11-15T08,15,22.1
2024-11-15T09,10,22.0
2024-11-15T10,12,22.6
2024-11-15T11,12,23.1
2024-11-15T12,12,23.3
2024-11-15T13,12,23.5
2024-11-15T14,12,23.6
2024-11-15T15,12,23.9
2024-11-15T16,12,23.9
2024-11-15T17,12,23.8
2024-11-15T18,12,23.8
2024-11-15T19,12,23.5
2024-11-15T20,12,23.3
2024-11-15T21,10,23.2
2024-11-15T22,10,23.2
2024-11-15T23,10,23.1
2024-11-16T00,10,23.1
2024-11-16T01,10,23.1
2024-11-16T02,10,23.1
2024-11-16T03,10,23.2
2024-11-16T04,10,23.2
2024-11-16T05,10,23.2
2024-11-16T06,10,23.3
2024-11-16T07,10,23.2
2024-11-16T08,10,23.3
2024-11-16T09,10,23.2
2024-11-16T10,10,23.5
2024-11-16T11,10,23.9
2024-11-16T12,10,24.1
2024-11-16T13,10,24.2
2024-11-16T14,10,24.3
2024-11-16T15,10,24.3
2024-11-16T16,10,24.2
2024-11-16T17,10,24.2
2024-11-16T18,10,24.2
2024-11-16T19,10,24.1
2024-11-16T20,10,24.1
2024-11-16T21,10,23.9
2024-11-16T22,10,23.8
2024-11-16T23,10,23.8
2024-11-17T00,10,23.6
2024-11-17T01,10,23.5
2024-11-17T02,10,23.5
2024-11-17T03,10,23.3
2024-11-17T04,10,23.2
2024-11-17T05,10,23.1
2024-11-17T06,10,23.1
2024-11-17T07,10,23.0
2024-11-17T08,10,22.9
2024-11-17T09,10,22.9
2024-11-17T10,10,23.2
2024-11-17T11,10,23.5
2024-11-17T12,10,23.6
2024-11-17T13,10,23.8
2024-11-17T14,10,23.9
2024-11-17T15,10,24.1
2024-11-17T16,10,24.1
2024-11-17T17,10,24.0
2024-11-17T18,10,23.9
2024-11-17T19,10,23.8
2024-11-17T20,10,23.6
2024-11-17T21,10,23.6
2024-11-17T22,10,23.6
2024-11-17T23,10,23.5
2024-11-18T00,10,23.5
2024-11-18T01,10,23.5
2024-11-18T02,10,23.5
2024-11-18T03,10,23.6
2024-11-18T04,10,23.5
2024-11-18T05,10,23.5
2024-11-18T06,10,23.3
2024-11-18T07,10,23.3
2024-11-18T08,10,23.3
2024-11-18T09,10,23.4
2024-11-18T10,10,24.1
2024-11-18T11,10,24.6
2024-11-18T12,10,25.0
2024-11-18T13,10,25.2
2024-11-18T14,12,25.5
2024-11-18T15,10,24.6
2024-11-18T16,10,23.5
2024-11-18T17,10,23.9
2024-11-18T18,12,24.3
2024-11-18T19,12,24.5
2024-11-18T20,12,24.5
2024-11-18T21,12,24.4
2024-11-18T22,12,24.2
2024-11-18T23,12,24.1
2024-11-19T00,12,24.0
2024-11-19T01,12,23.9
2024-11-19T02,12,23.8
2024-11-19T03,12,23.6
2024-11-19T04,12,23.4
2024-11-19T05,12,23.3
2024-11-19T06,12,23.2
2024-11-19T07,12,23.1
2024-11-19T08,12,23.0
2024-11-19T09,12,23.1
2024-11-19T10,12,23.5
2024-11-19T11,12,24.2
2024-11-19T12,12,24.5
2024-11-19T13,12,24.5
2024-11-19T14,12,24.5
2024-11-19T15,12,24.6
2024-11-19T16,12,24.6
2024-11-19T17,12,24.6
2024-11-19T18,12,24.6
2024-11-19T19,12,24.5
2024-11-19T20,12,24.2
2024-11-19T21,12,23.9
2024-11-19T22,12,23.6
2024-11-19T23,12,23.3
2024-11-20T00,10,23.2
2024-11-20T01,10,23.1
2024-11-20T02,12,22.9
2024-11-20T03,12,22.8
2024-11-20T04,12,22.6
2024-11-20T05,15,22.3
2024-11-20T06,15,22.2
2024-11-20T07,15,21.9
2024-11-20T08,15,21.8
2024-11-20T09,15,21.8
2024-11-20T10,15,22.2
2024-11-20T11,12,22.8
2024-11-20T12,12,23.4
2024-11-20T13,10,22.8
2024-11-20T14,15,21.9
2024-11-20T15,10,22.0
2024-11-20T16,15,21.5
2024-11-20T17,15,21.4
2024-11-20T18,15,21.8
2024-11-20T19,15,22.3
2024-11-20T20,17,22.3
2024-11-20T21,19,22.2
2024-11-20T22,19,22.0
2024-11-20T23,17,21.9
2024-11-21T00,17,21.8
2024-11-21T01,19,21.8
2024-11-21T02,19,21.6
2024-11-21T03,19,21.5
2024-11-21T04,19,21.3
2024-11-21T05,19,21.3
2024-11-21T06,19,21.2
2024-11-21T07,19,21.1
2024-11-21T08,19,21.2
2024-11-21T09,19,21.2
2024-11-21T10,19,21.5
2024-11-21T11,19,21.5
2024-11-21T12,20,21.5
2024-11-21T13,20,21.6
2024-11-21T14,19,21.6
2024-11-21T15,20,21.6
2024-11-21T16,20,21.5
2024-11-21T17,20,21.4
2024-11-21T18,22,21.2
2024-11-21T19,22,21.2
2024-11-21T20,22,21.1
2024-11-21T21,22,20.9
2024-11-21T22,22,20.8
2024-11-21T23,22,20.5
2024-11-22T00,22,20.5
2024-11-22T01,22,20.4
2024-11-22T02,22,20.2
2024-11-22T03,22,20.2
2024-11-22T04,24,20.2
2024-11-22T05,24,20.1
2024-11-22T06,24,20.0
2024-11-22T07,24,19.8
2024-11-22T08,24,19.9
2024-11-22T09,24,19.8
2024-11-22T10,24,19.8
2024-11-22T11,25,19.9
2024-11-22T12,25,19.8
2024-11-22T13,25,19.9
2024-11-22T14,25,19.9
2024-11-22T15,25,19.8
2024-11-22T16,24,19.6
2024-11-22T17,25,19.5
2024-11-22T18,25,19.3
2024-11-22T19,25,19.3
2024-11-22T20,24,19.3
2024-11-22T21,25,19.3
2024-11-22T22,25,19.3
2024-11-22T23,25,19.3
2024-11-23T00,25,19.2
2024-11-23T01,25,19.2
2024-11-23T02,25,19.2
2024-11-23T03,25,19.1
2024-11-23T04,26,19.1
2024-11-23T05,26,19.1
2024-11-23T06,26,19.1
2024-11-23T07,26,19.1
2024-11-23T08,26,19.0
2024-11-23T09,26,18.9
2024-11-23T10,25,18.8
2024-11-23T11,26,18.8
2024-11-23T12,26,18.8
2024-11-23T13,26,18.8
2024-11-23T14,26,18.8
2024-11-23T15,26,18.8
2024-11-23T16,26,18.8
2024-11-23T17,26,18.6
2024-11-23T18,26,18.6
2024-11-23T19,26,18.6
2024-11-23T20,26,18.5
2024-11-23T21,26,18.5
2024-11-23T22,26,18.5
2024-11-23T23,26,18.5
2024-11-24T00,26,18.3
2024-11-24T01,26,18.2
2024-11-24T02,26,18.1
2024-11-24T03,26,18.1
2024-11-24T04,26,18.0
2024-11-24T05,26,18.0
2024-11-24T06,26,17.9
2024-11-24T07,26,17.8
2024-11-24T08,26,17.8
2024-11-24T09,27,17.8
2024-11-24T10,27,17.8
2024-11-24T11,27,17.9
2024-11-24T12,27,18.1
2024-11-24T13,28,18.1
2024-11-24T14,28,18.2
2024-11-24T15,28,18.3
2024-11-24T16,28,18.2
2024-11-24T17,28,18.1
2024-11-24T18,28,18.1
2024-11-24T19,28,18.1
2024-11-24T20,28,18.0
2024-11-24T21,28,18.0
2024-11-24T22,28,17.9
2024-11-24T23,28,17.8
2024-11-25T00,28,17.8
2024-11-25T01,28,17.8
2024-11-25T02,28,17.8
2024-11-25T03,30,17.5
2024-11-25T04,30,17.5
2024-11-25T05,30,17.4
2024-11-25T06,30,17.3
2024-11-25T07,30,17.2
2024-11-25T08,30,17.2
2024-11-25T09,28,17.8
2024-11-25T10,30,18.6
2024-11-25T11,30,19.5
2024-11-25T12,30,20.2
2024-11-25T13,30,20.8
2024-11-25T14,30,21.1
2024-11-25T15,30,21.2
2024-11-25T16,30,21.3
2024-11-25T17,30,21.5
2024-11-25T18,30,21.5
2024-11-25T19,30,21.6
2024-11-25T20,30,21.8
2024-11-25T21,30,21.6
2024-11-25T22,30,21.5
2024-11-25T23,30,21.3
2024-11-26T00,29,21.3
2024-11-26T01,29,21.3
2024-11-26T02,29,21.3
2024-11-26T03,29,21.4
2024-11-26T04,29,21.4
2024-11-26T05,29,21.4
2024-11-26T06,28,21.3
2024-11-26T07,28,21.2
2024-11-26T08,28,21.3
2024-11-26T09,28,21.5
2024-11-26T10,29,21.9
2024-11-26T11,28,22.1
2024-11-26T12,29,22.3
2024-11-26T13,28,22.3
2024-11-26T14,28,22.3
2024-11-26T15,28,22.3
2024-11-26T16,28,22.5
2024-11-26T17,28,22.5
2024-11-26T18,28,22.5
2024-11-26T19,27,22.5
2024-11-26T20,26,22.6
2024-11-26T21,28,22.5
2024-11-26T22,28,22.5
2024-11-26T23,28,22.5
2024-11-27T00,28,22.5
2024-11-27T01,28,22.5
2024-11-27T02,27,22.5
2024-11-27T03,27,22.5
2024-11-27T04,27,22.5
2024-11-27T05,27,22.3
2024-11-27T06,27,22.3
2024-11-27T07,27,22.2
2024-11-27T08,26,22.1
2024-11-27T09,26,22.0
2024-11-27T10,27,22.3
2024-11-27T11,27,22.5
2024-11-27T12,26,22.6
2024-11-27T13,26,22.6
2024-11-27T14,26,22.8
2024-11-27T15,26,22.8
2024-11-27T16,26,23.0
2024-11-27T17,26,22.6
2024-11-27T18,26,22.3
2024-11-27T19,26,22.5
2024-11-27T20,26,22.4
2024-11-27T21,26,22.5
2024-11-27T22,26,22.5
2024-11-27T23,25,22.6
2024-11-28T00,25,22.6
2024-11-28T01,24,22.6
2024-11-28T02,24,22.6
2024-11-28T03,24,22.6
2024-11-28T04,25,22.5
2024-11-28T05,24,22.6
2024-11-28T06,24,22.6
2024-11-28T07,24,22.6
2024-11-28T08,24,22.6
2024-11-28T09,24,22.6
2024-11-28T10,24,22.6
2024-11-28T11,24,22.6
2024-11-28T12,22,22.6
2024-11-28T13,22,22.6
2024-11-28T14,22,22.8
2024-11-28T15,22,22.8
2024-11-28T16,22,22.8
2024-11-28T17,22,22.9
2024-11-28T18,22,22.8
2024-11-28T19,22,22.8
2024-11-28T20,22,22.8
2024-11-28T21,22,22.8
2024-11-28T22,22,22.8
2024-11-28T23,22,22.8
2024-11-29T00,22,22.8
2024-11-29T01,22,22.8
2024-11-29T02,22,22.8
2024-11-29T03,22,22.6
2024-11-29T04,22,22.8
2024-11-29T05,22,22.6
2024-11-29T06,22,22.6
2024-11-29T07,22,22.6
2024-11-29T08,22,22.6
2024-11-29T09,22,22.6
2024-11-29T10,22,22.8
2024-11-29T11,22,23.0
2024-11-29T12,24,23.1
2024-11-29T13,24,23.1
2024-11-29T14,24,23.2
2024-11-29T15,24,23.2
2024-11-29T16,24,23.2
2024-11-29T17,24,23.1
2024-11-29T18,24,23.0
2024-11-29T19,24,23.0
2024-11-29T20,24,23.1
2024-11-29T21,24,23.1
2024-11-29T22,24,23.1
2024-11-29T23,24,23.1
2024-11-30T00,24,23.1
2024-11-30T01,22,23.0
2024-11-30T02,22,23.1
2024-11-30T03,22,23.0
2024-11-30T04,22,22.9
2024-11-30T05,22,23.0
2024-11-30T06,22,22.9
2024-11-30T07,22,22.9
2024-11-30T08,21,22.8
2024-11-30T09,22,22.2
2024-11-30T10,22,21.9
2024-11-30T11,22,22.0
2024-11-30T12,20,21.9
2024-11-30T13,22,21.6
2024-11-30T14,22,22.2
2024-11-30T15,22,22.4
2024-11-30T16,22,22.5
2024-11-30T17,21,22.6
2024-11-30T18,21,22.8
2024-11-30T19,20,22.8
2024-11-30T20,20,22.8
2024-11-30T21,20,22.8
2024-11-30T22,20,22.6
2024-11-30T23,20,22.6
2024-12-01T00,20,22.4
2024-12-01T01,20,22.3
2024-12-01T02,20,22.2
2024-12-01T03,20,22.1
2024-12-01T04,19,22.0
2024-12-01T05,19,21.8
2024-12-01T06,19,21.8
2024-12-01T07,19,21.6
2024-12-01T08,19,21.5
2024-12-01T09,15,21.3
2024-12-01T10,15,21.4
2024-12-01T11,15,21.5
2024-12-01T12,19,21.6
2024-12-01T13,19,21.6
2024-12-01T14,19,21.6
2024-12-01T15,19,21.6
2024-12-01T16,19,21.5
2024-12-01T17,19,21.4
2024-12-01T18,19,21.2
2024-12-01T19,19,21.2
2024-12-01T20,19,21.1
2024-12-01T21,15,21.0
2024-12-01T22,15,20.9
2024-12-01T23,15,20.9
2024-12-02T00,15,21.2
2024-12-02T01,19,21.5
2024-12-02T02,19,21.5
2024-12-02T03,15,21.5
2024-12-02T04,15,21.5
2024-12-02T05,15,21.5
2024-12-02T06,15,20.9
2024-12-02T07,15,20.5
2024-12-02T08,15,20.8
2024-12-02T09,15,21.3
2024-12-02T10,15,22.0
2024-12-02T11,15,22.4
2024-12-02T12,17,22.8
2024-12-02T13,17,23.0
2024-12-02T14,17,23.2
2024-12-02T15,17,23.4
2024-12-02T16,17,23.2
2024-12-02T17,12,23.2
2024-12-02T18,12,23.1
2024-12-02T19,12,22.9
2024-12-02T20,12,22.8
2024-12-02T21,12,22.6
2024-12-02T22,15,22.5
2024-12-02T23,15,22.3
2024-12-03T00,15,22.4
2024-12-03T01,15,22.3
2024-12-03T02,15,22.3
2024-12-03T03,15,22.3
2024-12-03T04,15,22.2
2024-12-03T05,15,22.2
2024-12-03T06,15,22.1
2024-12-03T07,15,22.0
2024-12-03T08,15,22.0
2024-12-03T09,15,22.1
