State,Latitude,Longitude,Max Temp,Critical Hours
Alabama,33.5207,-86.8025,46,0
Alaska,58.3019,-134.4197,31,0
Arizona,33.4484,-112.074,52,0
Arkansas,34.7465,-92.2896,49,0
California,34.0522,-118.2437,47,0
Colorado,39.7392,-104.9903,44,0
Connecticut,41.1792,-73.1894,43,0
Delaware,39.7391,-75.5398,45,0
Florida,30.3322,-81.6557,45,0
Georgia,33.749,-84.388,45,0
Hawaii,21.3069,-157.8583,36,0
Idaho,43.615,-116.2023,46,0
Illinois,41.8781,-87.6298,37,0
Indiana,39.7684,-86.158,40,0
Iowa,41.5868,-93.625,39,0
Kansas,37.6872,-97.3301,48,0
Kentucky,38.2527,-85.7585,45,0
Louisiana,29.9509,-90.0758,42,0
Maine,43.6591,-70.2568,36,0
Maryland,39.2904,-76.6122,46,0
Massachusetts,42.3601,-71.0589,40,0
Michigan,42.3314,-83.0458,39,0
Minnesota,44.9778,-93.265,39,0
Mississippi,32.2988,-90.1848,48,0
Missouri,39.0997,-94.5786,43,0
Montana,45.7597,-108.5531,45,0
Nebraska,41.2565,-95.9345,42,0
Nevada,36.1716,-115.1391,53,0
New Hampshire,42.9956,-71.465,40,0
New Jersey,40.7357,-74.1724,44,0
New Mexico,35.0844,-106.6504,46,0
New York,40.7128,-73.8292,43,0
North Carolina,35.2271,-80.8431,45,0
North Dakota,46.8772,-96.7898,43,0
Ohio,39.9612,-82.9988,41,0
Oklahoma,35.4676,-97.5164,48,0
Oregon,45.5152,-122.6784,43,0
Pennsylvania,39.9526,-75.1652,45,0
Rhode Island,41.8236,-71.4222,43,0
South Carolina,32.7833,-79.932,42,0
South Dakota,43.546,-96.7313,40,0
Tennessee,35.1495,-90.049,47,0
Texas,29.7604,-95.3698,45,0
Utah,40.7608,-111.891,45,0
Vermont,44.4759,-73.2121,41,0
Virginia,36.8516,-75.9792,42,0
Washington,47.6062,-122.3321,38,0
West Virginia,38.3498,-81.6326,44,0
Wisconsin,43.0389,-87.9065,36,0
Wyoming,41.14,-104.8202,42,0
