State,Latitude,Longitude,Max Temp,Critical Hours
Alabama,33.5207,-86.8025,68,33
Alaska,58.3019,-134.4197,52,0
Arizona,33.4484,-112.074,73,479
Arkansas,34.7465,-92.2896,69,63
California,34.0522,-118.2437,66,5
Colorado,39.7392,-104.9903,70,19
Connecticut,41.1792,-73.1894,63,0
Delaware,39.7391,-75.5398,67,12
Florida,30.3322,-81.6557,67,4
Georgia,33.749,-84.388,66,5
Hawaii,21.3069,-157.8583,59,0
Idaho,43.615,-116.2023,68,15
Illinois,41.8781,-87.6298,60,0
Indiana,39.7684,-86.158,62,0
Iowa,41.5868,-93.625,61,0
Kansas,37.6872,-97.3301,70,22
Kentucky,38.2527,-85.7585,67,10
Louisiana,29.9509,-90.0758,64,0
Maine,43.6591,-70.2568,59,0
Maryland,39.2904,-76.6122,68,14
Massachusetts,42.3601,-71.0589,61,0
Michigan,42.3314,-83.0458,61,0
Minnesota,44.9778,-93.265,61,0
Mississippi,32.2988,-90.1848,70,61
Missouri,39.0997,-94.5786,66,2
Montana,45.7597,-108.5531,65,4
Nebraska,41.2565,-95.9345,61,0
Nevada,36.1716,-115.1391,75,417
New Hampshire,42.9956,-71.465,61,0
New Jersey,40.7357,-74.1724,64,0
New Mexico,35.0844,-106.6504,69,19
New York,40.7128,-73.8292,63,0
North Carolina,35.2271,-80.8431,67,19
North Dakota,46.8772,-96.7898,62,0
Ohio,39.9612,-82.9988,63,0
Oklahoma,35.4676,-97.5164,69,32
Oregon,45.5152,-122.6784,63,0
Pennsylvania,39.9526,-75.1652,65,7
Rhode Island,41.8236,-71.4222,62,0
South Carolina,32.7833,-79.932,64,0
South Dakota,43.546,-96.7313,60,0
Tennessee,35.1495,-90.049,68,37
Texas,29.7604,-95.3698,68,15
Utah,40.7608,-111.891,68,19
Vermont,44.4759,-73.2121,61,0
Virginia,36.8516,-75.9792,65,1
Washington,47.6062,-122.3321,58,0
West Virginia,38.3498,-81.6326,66,4
Wisconsin,43.0389,-87.9065,59,0
Wyoming,41.14,-104.8202,67,8
