State,Latitude,Longitude,Max Temp,Critical Hours
Alabama,33.5207,-86.8025,76,545
Alaska,58.3019,-134.4197,59,0
Arizona,33.4484,-112.074,81,1259
Arkansas,34.7465,-92.2896,76,670
California,34.0522,-118.2437,73,180
Colorado,39.7392,-104.9903,79,328
Connecticut,41.1792,-73.1894,70,104
Delaware,39.7391,-75.5398,74,307
Florida,30.3322,-81.6557,75,513
Georgia,33.749,-84.388,74,489
Hawaii,21.3069,-157.8583,68,100
Idaho,43.615,-116.2023,75,318
Illinois,41.8781,-87.6298,67,28
Indiana,39.7684,-86.158,71,157
Iowa,41.5868,-93.625,69,66
Kansas,37.6872,-97.3301,77,409
Kentucky,38.2527,-85.7585,74,377
Louisiana,29.9509,-90.0758,71,275
Maine,43.6591,-70.2568,67,4
Maryland,39.2904,-76.6122,76,300
Massachusetts,42.3601,-71.0589,68,56
Michigan,42.3314,-83.0458,68,91
Minnesota,44.9778,-93.265,68,41
Mississippi,32.2988,-90.1848,77,694
Missouri,39.0997,-94.5786,74,169
Montana,45.7597,-108.5531,73,200
Nebraska,41.2565,-95.9345,69,141
Nevada,36.1716,-115.1391,83,1091
New Hampshire,42.9956,-71.465,68,73
New Jersey,40.7357,-74.1724,71,186
New Mexico,35.0844,-106.6504,78,545
New York,40.7128,-73.8292,70,131
North Carolina,35.2271,-80.8431,75,479
North Dakota,46.8772,-96.7898,69,47
Ohio,39.9612,-82.9988,70,178
Oklahoma,35.4676,-97.5164,77,548
Oregon,45.5152,-122.6784,70,41
Pennsylvania,39.9526,-75.1652,73,272
Rhode Island,41.8236,-71.4222,69,116
South Carolina,32.7833,-79.932,72,270
South Dakota,43.546,-96.7313,68,48
Tennessee,35.1495,-90.049,75,621
Texas,29.7604,-95.3698,75,650
Utah,40.7608,-111.891,76,365
Vermont,44.4759,-73.2121,68,52
Virginia,36.8516,-75.9792,72,198
Washington,47.6062,-122.3321,65,3
West Virginia,38.3498,-81.6326,74,300
Wisconsin,43.0389,-87.9065,67,23
Wyoming,41.14,-104.8202,75,151
