State,Latitude,Longitude,Max Temp,Critical Hours
Alabama,33.5207,-86.8025,73,239
Alaska,58.3019,-134.4197,56,0
Arizona,33.4484,-112.074,77,886
Arkansas,34.7465,-92.2896,73,329
California,34.0522,-118.2437,70,44
Colorado,39.7392,-104.9903,75,95
Connecticut,41.1792,-73.1894,66,10
Delaware,39.7391,-75.5398,71,111
Florida,30.3322,-81.6557,71,99
Georgia,33.749,-84.388,70,172
Hawaii,21.3069,-157.8583,64,0
Idaho,43.615,-116.2023,72,103
Illinois,41.8781,-87.6298,64,0
Indiana,39.7684,-86.158,67,12
Iowa,41.5868,-93.625,65,2
Kansas,37.6872,-97.3301,74,108
Kentucky,38.2527,-85.7585,71,115
Louisiana,29.9509,-90.0758,68,30
Maine,43.6591,-70.2568,63,0
Maryland,39.2904,-76.6122,72,112
Massachusetts,42.3601,-71.0589,65,1
Michigan,42.3314,-83.0458,65,1
Minnesota,44.9778,-93.265,65,1
Mississippi,32.2988,-90.1848,74,316
Missouri,39.0997,-94.5786,70,19
Montana,45.7597,-108.5531,69,58
Nebraska,41.2565,-95.9345,65,4
Nevada,36.1716,-115.1391,79,777
New Hampshire,42.9956,-71.465,65,3
New Jersey,40.7357,-74.1724,68,41
New Mexico,35.0844,-106.6504,74,177
New York,40.7128,-73.8292,67,16
North Carolina,35.2271,-80.8431,71,168
North Dakota,46.8772,-96.7898,66,5
Ohio,39.9612,-82.9988,67,33
Oklahoma,35.4676,-97.5164,74,204
Oregon,45.5152,-122.6784,67,11
Pennsylvania,39.9526,-75.1652,69,94
Rhode Island,41.8236,-71.4222,66,14
South Carolina,32.7833,-79.932,68,46
South Dakota,43.546,-96.7313,65,1
Tennessee,35.1495,-90.049,72,245
Texas,29.7604,-95.3698,72,189
Utah,40.7608,-111.891,72,107
Vermont,44.4759,-73.2121,65,1
Virginia,36.8516,-75.9792,69,38
Washington,47.6062,-122.3321,62,0
West Virginia,38.3498,-81.6326,70,73
Wisconsin,43.0389,-87.9065,64,0
Wyoming,41.14,-104.8202,72,36
