State,Latitude,Longitude,Max Temp,Critical Hours
Alabama,33.5207,-86.8025,71,104
Alaska,58.3019,-134.4197,53,0
Arizona,33.4484,-112.074,75,701
Arkansas,34.7465,-92.2896,71,153
California,34.0522,-118.2437,68,16
Colorado,39.7392,-104.9903,72,39
Connecticut,41.1792,-73.1894,64,0
Delaware,39.7391,-75.5398,69,45
Florida,30.3322,-81.6557,69,30
Georgia,33.749,-84.388,68,45
Hawaii,21.3069,-157.8583,62,0
Idaho,43.615,-116.2023,70,43
Illinois,41.8781,-87.6298,62,0
Indiana,39.7684,-86.158,64,0
Iowa,41.5868,-93.625,63,0
Kansas,37.6872,-97.3301,72,56
Kentucky,38.2527,-85.7585,69,39
Louisiana,29.9509,-90.0758,66,5
Maine,43.6591,-70.2568,61,0
Maryland,39.2904,-76.6122,70,45
Massachusetts,42.3601,-71.0589,63,0
Michigan,42.3314,-83.0458,63,0
Minnesota,44.9778,-93.265,63,0
Mississippi,32.2988,-90.1848,72,147
Missouri,39.0997,-94.5786,68,6
Montana,45.7597,-108.5531,67,18
Nebraska,41.2565,-95.9345,63,0
Nevada,36.1716,-115.1391,78,620
New Hampshire,42.9956,-71.465,63,0
New Jersey,40.7357,-74.1724,66,11
New Mexico,35.0844,-106.6504,72,66
New York,40.7128,-73.8292,65,1
North Carolina,35.2271,-80.8431,70,60
North Dakota,46.8772,-96.7898,64,0
Ohio,39.9612,-82.9988,65,1
Oklahoma,35.4676,-97.5164,72,99
Oregon,45.5152,-122.6784,65,1
Pennsylvania,39.9526,-75.1652,67,30
Rhode Island,41.8236,-71.4222,64,0
South Carolina,32.7833,-79.932,66,6
South Dakota,43.546,-96.7313,62,0
Tennessee,35.1495,-90.049,70,119
Texas,29.7604,-95.3698,70,72
Utah,40.7608,-111.891,70,49
Vermont,44.4759,-73.2121,63,0
Virginia,36.8516,-75.9792,67,10
Washington,47.6062,-122.3321,60,0
West Virginia,38.3498,-81.6326,68,17
Wisconsin,43.0389,-87.9065,61,0
Wyoming,41.14,-104.8202,70,14
